sales_month,naics_code,kind_of_business,reason_for_null,sales
"2003-09-01",,"Retail and food services sales, total",,293890
"2003-09-01",,"Retail sales and food services excl motor vehicle and parts",,223768
"2003-09-01",,"Retail sales and food services excl gasoline stations",,270490
"2003-09-01",,"Retail sales and food services excl motor vehicle and parts and gasoline stations",,200368
"2003-09-01",,"Retail sales, total (excl. motor vehicle and parts dealers)",,195209
"2003-09-01",,"GAFO(1)",,72786
"2003-10-01","441","Motor vehicle and parts dealers",,68133
"2003-10-01","4411","Automobile dealers",,58079
"2003-10-01","4411, 4412","Automobile and other motor vehicle dealers",,62411
"2003-10-01","44111","New car dealers",,53065
"2003-10-01","44112","Used car dealers",,5014
"2003-10-01","4413","Automotive parts, acc., and tire stores",,5722
"2003-10-01","442","Furniture and home furnishings stores",,8351
"2003-10-01","442, 443","Furniture, home furn, electronics, and appliance stores",,15728
"2003-10-01","4421","Furniture stores",,4410
"2003-10-01","4422","Home furnishings stores",,3941
"2003-10-01","44221","Floor covering stores",,1805
"2003-10-01","442299","All other home furnishings stores",,2024
"2003-10-01","443","Electronics and appliance stores",,7377
"2003-10-01","443141","Household appliance stores",,1265
"2003-10-01","443142","Electronics stores",,6112
"2003-10-01","444","Building mat. and garden equip. and supplies dealers",,23976
"2003-10-01","4441","Building mat. and supplies dealers",,21669
"2003-10-01","44412","Paint and wallpaper stores",,822
"2003-10-01","44413","Hardware stores",,1507
"2003-10-01","445","Food and beverage stores",,39828
"2003-10-01","4451","Grocery stores",,35870
"2003-10-01","44511","Supermarkets and other grocery (except convenience) stores",,34025
"2003-10-01","4453","Beer, wine, and liquor stores",,2641
"2003-10-01","446","Health and personal care stores",,16516
"2003-10-01","44611","Pharmacies and drug stores",,14260
"2003-10-01","447","Gasoline stations",,23645
"2003-10-01","448","Clothing and clothing access. stores",,14601
"2003-10-01","4481","Clothing stores",,10875
"2003-10-01","44811","Men's clothing stores",,704
"2003-10-01","44812","Women's clothing stores",,2793
"2003-10-01","44814","Family clothing stores",,5747
"2003-10-01","44819","Other clothing stores",,714
"2003-10-01","4482","Shoe stores",,1839
"2003-10-01","44831","Jewelry stores",,1756
"2003-10-01","451","Sporting goods, hobby, musical instrument, and book stores",,5216
"2003-10-01","45111","Sporting goods stores",,1970
"2003-10-01","45112","Hobby, toy, and game stores",,1286
"2003-10-01","451211","Book stores",,1045
"2003-10-01","452","General merchandise stores",,38677
"2003-10-01","4521","Department stores",,17319
"2003-10-01","452111","Department stores(excl. discount department stores)",,6744
"2003-10-01","452112","Discount dept. stores",,10575
"2003-10-01","4529","Other general merchandise stores",,21358
"2003-10-01","45291","Warehouse clubs and superstores",,18135
"2003-10-01","45299","All other gen. merchandise stores",,3223
"2003-10-01","453","Miscellaneous store retailers",,8738
"2003-10-01","4532","Office supplies, stationery, and gift stores",,3198
"2003-10-01","45321","Office supplies and stationery stores",,1697
"2003-10-01","45322","Gift, novelty, and souvenir stores",,1501
"2003-10-01","45330","Used merchandise stores",,813
"2003-10-01","454","Nonstore retailers",,18723
"2003-10-01","4541","Electronic shopping and mail-order houses",,12099
"2003-10-01","45431","Fuel dealers",,2270
"2003-10-01","722","Food services and drinking places",,30255
"2003-10-01","7224","Drinking places",,1508
"2003-10-01","7225","Restaurants and other eating places",,25781
"2003-10-01","722511","Full service restaurants",,13076
"2003-10-01","722513, 722514, 722515","Limited service eating places",,12705
"2003-10-01",,"GAFO(1)",,77420
"2003-10-01",,"Retail sales and food services excl gasoline stations",,280391
"2003-10-01",,"Retail sales, total",,273781
"2003-10-01",,"Retail sales, total (excl. motor vehicle and parts dealers)",,205648
"2003-10-01",,"Retail sales and food services excl motor vehicle and parts",,235903
"2003-10-01",,"Retail and food services sales, total",,304036
"2003-10-01",,"Retail sales and food services excl motor vehicle and parts and gasoline stations",,212258
"2003-11-01","441","Motor vehicle and parts dealers",,61677
"2003-11-01","4411","Automobile dealers",,53065
"2003-11-01","4411, 4412","Automobile and other motor vehicle dealers",,56568
"2003-11-01","44111","New car dealers",,48537
"2003-11-01","44112","Used car dealers",,4528
"2003-11-01","4413","Automotive parts, acc., and tire stores",,5109
"2003-11-01","442","Furniture and home furnishings stores",,9018
"2003-11-01","442, 443","Furniture, home furn, electronics, and appliance stores",,17835
"2003-11-01","4421","Furniture stores",,4689
"2003-11-01","4422","Home furnishings stores",,4329
"2003-11-01","44221","Floor covering stores",,1691
"2003-11-01","442299","All other home furnishings stores",,2523
"2003-11-01","443","Electronics and appliance stores",,8817
"2003-11-01","443141","Household appliance stores",,1305
"2003-11-01","443142","Electronics stores",,7512
"2003-11-01","444","Building mat. and garden equip. and supplies dealers",,20795
"2003-11-01","4441","Building mat. and supplies dealers",,18897
"2003-11-01","44412","Paint and wallpaper stores",,626
"2003-11-01","44413","Hardware stores",,1443
"2003-11-01","445","Food and beverage stores",,39767
"2003-11-01","4451","Grocery stores",,35786
"2003-11-01","44511","Supermarkets and other grocery (except convenience) stores",,34097
"2003-11-01","4453","Beer, wine, and liquor stores",,2660
"2003-11-01","446","Health and personal care stores",,15708
"2003-11-01","44611","Pharmacies and drug stores",,13531
"2003-11-01","447","Gasoline stations",,21946
"2003-11-01","448","Clothing and clothing access. stores",,16555
"2003-11-01","4481","Clothing stores",,12209
"2003-11-01","44811","Men's clothing stores",,781
"2003-11-01","44812","Women's clothing stores",,2951
"2003-11-01","44814","Family clothing stores",,6738
"2003-11-01","44819","Other clothing stores",,749
"2003-11-01","4482","Shoe stores",,1908
"2003-11-01","44831","Jewelry stores",,2288
"2003-11-01","451","Sporting goods, hobby, musical instrument, and book stores",,6504
"2003-11-01","45111","Sporting goods stores",,2200
"2003-11-01","45112","Hobby, toy, and game stores",,2223
"2003-11-01","451211","Book stores",,1036
"2003-11-01","452","General merchandise stores",,44743
"2003-11-01","4521","Department stores",,20818
"2003-11-01","452111","Department stores(excl. discount department stores)",,8449
"2003-11-01","452112","Discount dept. stores",,12369
"2003-11-01","4529","Other general merchandise stores",,23925
"2003-11-01","45291","Warehouse clubs and superstores",,20318
"2003-11-01","45299","All other gen. merchandise stores",,3607
"2003-11-01","453","Miscellaneous store retailers",,8356
"2003-11-01","4532","Office supplies, stationery, and gift stores",,3248
"2003-11-01","45321","Office supplies and stationery stores",,1616
"2003-11-01","45322","Gift, novelty, and souvenir stores",,1632
"2003-11-01","45330","Used merchandise stores",,819
"2003-11-01","454","Nonstore retailers",,18510
"2003-11-01","4541","Electronic shopping and mail-order houses",,12162
"2003-11-01","45431","Fuel dealers",,2199
"2003-11-01","722","Food services and drinking places",,28869
"2003-11-01","7224","Drinking places",,1428
"2003-11-01","7225","Restaurants and other eating places",,24780
"2003-11-01","722511","Full service restaurants",,12664
"2003-11-01","722513, 722514, 722515","Limited service eating places",,12116
"2003-11-01",,"GAFO(1)",,88885
"2003-11-01",,"Retail sales, total (excl. motor vehicle and parts dealers)",,210719
"2003-11-01",,"Retail sales and food services excl motor vehicle and parts",,239588
"2003-11-01",,"Retail sales, total",,272396
"2003-11-01",,"Retail sales and food services excl motor vehicle and parts and gasoline stations",,217642
"2003-11-01",,"Retail sales and food services excl gasoline stations",,279319
"2003-11-01",,"Retail and food services sales, total",,301265
"2003-12-01","441","Motor vehicle and parts dealers",,66749
"2003-12-01","4411","Automobile dealers",,57750
"2003-12-01","4411, 4412","Automobile and other motor vehicle dealers",,61576
"2003-12-01","44111","New car dealers",,53314
"2003-12-01","44112","Used car dealers",,4436
"2003-12-01","4413","Automotive parts, acc., and tire stores",,5173
"2003-12-01","442","Furniture and home furnishings stores",,10166
"2003-12-01","442, 443","Furniture, home furn, electronics, and appliance stores",,23682
"2003-12-01","4421","Furniture stores",,4901
"2003-12-01","4422","Home furnishings stores",,5265
"2003-12-01","44221","Floor covering stores",,1693
"2003-12-01","442299","All other home furnishings stores",,3453
"2003-12-01","443","Electronics and appliance stores",,13516
"2003-12-01","443141","Household appliance stores",,1525
"2003-12-01","443142","Electronics stores",,11991
"2003-12-01","444","Building mat. and garden equip. and supplies dealers",,20614
"2003-12-01","4441","Building mat. and supplies dealers",,18613
"2003-12-01","44412","Paint and wallpaper stores",,589
"2003-12-01","44413","Hardware stores",,1524
"2003-12-01","445","Food and beverage stores",,43265
"2003-12-01","4451","Grocery stores",,37670
"2003-12-01","44511","Supermarkets and other grocery (except convenience) stores",,35914
"2003-12-01","4453","Beer, wine, and liquor stores",,3654
"2003-12-01","446","Health and personal care stores",,18912
"2003-12-01","44611","Pharmacies and drug stores",,16174
"2003-12-01","447","Gasoline stations",,22386
"2003-12-01","448","Clothing and clothing access. stores",,26760
"2003-12-01","4481","Clothing stores",,17743
"2003-12-01","44811","Men's clothing stores",,1191
"2003-12-01","44812","Women's clothing stores",,4309
"2003-12-01","44814","Family clothing stores",,9743
"2003-12-01","44819","Other clothing stores",,1224
"2003-12-01","4482","Shoe stores",,2572
"2003-12-01","44831","Jewelry stores",,6164
"2003-12-01","451","Sporting goods, hobby, musical instrument, and book stores",,10601
"2003-12-01","45111","Sporting goods stores",,3643
"2003-12-01","45112","Hobby, toy, and game stores",,3545
"2003-12-01","451211","Book stores",,2064
"2003-12-01","452","General merchandise stores",,60406
"2003-12-01","4521","Department stores",,30815
"2003-12-01","452111","Department stores(excl. discount department stores)",,13795
"2003-12-01","452112","Discount dept. stores",,17020
"2003-12-01","4529","Other general merchandise stores",,29591
"2003-12-01","45291","Warehouse clubs and superstores",,24641
"2003-12-01","45299","All other gen. merchandise stores",,4950
"2003-12-01","453","Miscellaneous store retailers",,10941
"2003-12-01","4532","Office supplies, stationery, and gift stores",,5059
"2003-12-01","45321","Office supplies and stationery stores",,2146
"2003-12-01","45322","Gift, novelty, and souvenir stores",,2913
"2003-12-01","45330","Used merchandise stores",,800
"2003-12-01","454","Nonstore retailers",,23377
"2003-12-01","4541","Electronic shopping and mail-order houses",,16091
"2003-12-01","45431","Fuel dealers",,3400
"2003-12-01","722","Food services and drinking places",,29884
"2003-12-01","7224","Drinking places",,1421
"2003-12-01","7225","Restaurants and other eating places",,26062
"2003-12-01","722511","Full service restaurants",,13351
"2003-12-01","722513, 722514, 722515","Limited service eating places",,12711
"2003-12-01",,"Retail sales and food services excl gasoline stations",,335191
"2003-12-01",,"GAFO(1)",,126508
"2003-12-01",,"Retail sales and food services excl motor vehicle and parts",,290828
"2003-12-01",,"Retail and food services sales, total",,357577
"2003-12-01",,"Retail sales, total",,327693
"2003-12-01",,"Retail sales, total (excl. motor vehicle and parts dealers)",,260944
"2003-12-01",,"Retail sales and food services excl motor vehicle and parts and gasoline stations",,268442
"2004-01-01","441","Motor vehicle and parts dealers",,61146
"2004-01-01","4411","Automobile dealers",,52917
"2004-01-01","4411, 4412","Automobile and other motor vehicle dealers",,56235
"2004-01-01","44111","New car dealers",,47864
"2004-01-01","44112","Used car dealers",,5053
"2004-01-01","4413","Automotive parts, acc., and tire stores",,4911
"2004-01-01","442","Furniture and home furnishings stores",,7651
"2004-01-01","442, 443","Furniture, home furn, electronics, and appliance stores",,15277
"2004-01-01","4421","Furniture stores",,4365
"2004-01-01","4422","Home furnishings stores",,3286
"2004-01-01","44221","Floor covering stores",,1439
"2004-01-01","442299","All other home furnishings stores",,1747
"2004-01-01","443","Electronics and appliance stores",,7626
"2004-01-01","443141","Household appliance stores",,1158
"2004-01-01","443142","Electronics stores",,6468
"2004-01-01","444","Building mat. and garden equip. and supplies dealers",,18081
"2004-01-01","4441","Building mat. and supplies dealers",,16526
"2004-01-01","44412","Paint and wallpaper stores",,569
"2004-01-01","44413","Hardware stores",,1197
"2004-01-01","445","Food and beverage stores",,39978
"2004-01-01","4451","Grocery stores",,36475
"2004-01-01","44511","Supermarkets and other grocery (except convenience) stores",,34761
"2004-01-01","4453","Beer, wine, and liquor stores",,2293
