full_name,first_name,last_name,middle_name,nickname,suffix,other_names_end,other_names_middle,other_names_last,birthday,gender,id_bioguide,id_bioguide_previous_0,id_govtrack,id_icpsr,id_wikipedia,id_wikidata,id_google_entity_id,id_house_history,id_house_history_alternate,id_thomas,id_cspan,id_votesmart,id_lis,id_ballotpedia,id_opensecrets,id_fec_0,id_fec_1,id_fec_2
"David Wilber","David","Wilber",,,,,,,"1820-10-05","M","W000452",,411609,10097,"David Wilber","Q5241070","kg:/m/02qc234",23754,,,,,,,,,,
"John McClure Wiley","John","Wiley","McClure",,,,,,"1846-08-11","M","W000468",,411625,10113,"John M. Wiley","Q6246009","kg:/m/02rksnn",23774,,,,,,,,,,
"Theodore Stark Wilkinson","Theodore","Wilkinson","Stark",,,,,,"1847-12-18","M","W000477",,411634,10122,"Theodore Stark Wilkinson (Louisiana)","Q2418702","kg:/m/0dd3q6",23785,,,,,,,,,,
"Elihu Stephen Williams","Elihu","Williams","Stephen",,,,,,"1835-01-24","M","W000496",,411653,10141,"Elihu S. Williams","Q5360861","kg:/m/0czx4k",23805,,,,,,,,,,
"John Alexander Buchanan","John","Buchanan","Alexander",,,,,,"1843-10-07","M","B001007",,401957,1189,"John A. Buchanan","Q1637248","kg:/m/026wc3x",10076,,,,,,,,,,
"James Falconer Wilson","James","Wilson","Falconer",,,,,,"1828-10-19","M","W000594",,411749,10234,"James F. Wilson","Q1124603","kg:/m/02k6rc",23923,,,,,,,,,,
"Robert Morris Yardley","Robert","Yardley","Morris",,,,,,"1850-10-09","M","Y000007",,411941,10415,"Robert Morris Yardley","Q7347823","kg:/m/0kslj9",21040,,,,,,,,,,
"Samuel S. Yoder","Samuel","Yoder","S.",,,,,,"1841-08-16","M","Y000020",,411954,10427,"Samuel S. Yoder","Q7412559","kg:/m/02rm2_s",21055,,,,,,,,,,
"Joseph Maull Carey","Joseph","Carey","Maull",,,,,,"1845-01-19","M","C000145",,402294,1502,"Joseph M. Carey","Q347560","kg:/m/08sqly",10634,,,,,,,,,,
"John Griffin Carlisle","John","Carlisle","Griffin",,,,,,"1834-09-05","M","C000152",,402301,1509,"John G. Carlisle","Q1379029","kg:/m/02fzqh",10643,,,,,,,,,,
"William John McConnell","William","McConnell","John",,,,,,"1839-09-18","M","M000357",,407363,6170,"William J. McConnell","Q442092","kg:/m/062h7q",,,,,,,,,,,
"Thomas Charles Power","Thomas","Power","Charles",,,,,,"1839-05-22","M","P000486",,408871,7576,"Thomas C. Power","Q2422966","kg:/m/048wc1",,,,,,,,,,,
"Wilbur Fiske Sanders","Wilbur","Sanders","Fiske",,,,,,"1834-05-02","M","S000039",,409556,8201,"Wilbur F. Sanders","Q2545353","kg:/m/0crv0z",,,,,,,,,,,
"Lemuel Amerman","Lemuel","Amerman",,,,,,,"1846-10-29","M","A000171",,400826,151,"Lemuel Amerman","Q6521533","kg:/m/0g6ztj",8493,,,,,,,,,,
"John Forrester Andrew","John","Andrew","Forrester",,,,,,"1850-11-26","M","A000242",,400871,191,"John F. Andrew","Q1700003","kg:/m/0bz12k",8601,,,,,,,,,,
"Edwin Le Roy Antony","Edwin","Antony","Le Roy",,,,,,"1852-01-05","M","A000264",,400902,214,"Edwin Le Roy Antony","Q1294778","kg:/m/02vzv0s",8632,,,,,,,,,,
"Louis Evans Atkinson","Louis","Atkinson","Evans",,,,,,"1841-04-16","M","A000331",,400980,285,"Louis E. Atkinson","Q6687078","kg:/m/0ksl6f",8717,,,,,,,,,,
"Clinton Babbitt","Clinton","Babbitt",,,,,,,"1831-11-16","M","B000001",,401007,311,"Clinton Babbitt","Q1101655","kg:/m/02vrpxj",8774,,,,,,,,,,
"Henry Bacon","Henry","Bacon",,,,,,,"1846-03-14","M","B000016",,401021,324,"Henry Bacon (New York)","Q3182005","kg:/m/02rkqb4",8793,,,,,,,,,,
"Horace Franklin Bartine","Horace","Bartine","Franklin",,,,,,"1848-03-21","M","B000197",,401196,483,"Horace F. Bartine","Q1627857","kg:/m/0272_h8",9026,,,,,,,,,,
"Joseph Henry Beeman","Joseph","Beeman","Henry",,,,,,"1833-11-17","M","B000309",,401301,579,"Joseph H. Beeman","Q291188","kg:/m/02rv9t5",9175,,,,,,,,,,
"Charles Eugene Belknap","Charles","Belknap","Eugene",,,,,,"1846-10-17","M","B000328",,401320,595,"Charles E. Belknap","Q1064198","kg:/m/03z0_j",9201,,,,,,,,,,
"Henry Wilbur Bentley","Henry","Bentley","Wilbur",,,,,,"1838-09-30","M","B000393",,401384,653,"Henry Wilbur Bentley","Q5730148","kg:/m/02rkqp5",9285,,,,,,,,,,
"Christopher Augustus Bergen","Christopher","Bergen","Augustus",,,,,,"1841-08-02","M","B000404",,401392,662,"Christopher A. Bergen","Q1086446","kg:/m/02vn_5s",9300,,,,,,,,,,
"James Henderson Blount","James","Blount","Henderson",,,,,,"1837-09-12","M","B000568",,401541,804,"James Henderson Blount","Q1680545","kg:/m/036f4t",9509,,,,,,,,,,
"David Augustus Boody","David","Boody","Augustus",,,,,,"1837-08-13","M","B000625",,401590,849,"David A. Boody","Q247864","kg:/m/0268317",9592,,,,,,,,,,
"Thomas Bowman","Thomas","Bowman",,,,,,,"1848-05-25","M","B000706",,401668,920,"Thomas Bowman (Iowa politician)","Q2422595","kg:/m/02rk86l",9697,,,,,,,,,,
"Calvin Stewart Brice","Calvin","Brice","Stewart",,,,,,"1845-09-17","M","B000818",,401775,1022,"Calvin S. Brice","Q1027729","kg:/m/034_s4",,,,,,,,,,,
"John Brewer Brown","John","Brown","Brewer",,,,,,"1836-05-13","M","B000930",,401884,1120,"John Brewer Brown","Q404169","kg:/m/0c_fpq",9980,,,,,,,,,,
"David B. Brunner","David","Brunner","B.",,,,,,"1835-03-07","M","B000980",,401932,1165,"David B. Brunner","Q5230956","kg:/m/0ksl31",10044,,,,,,,,,,
"James Buchanan","James","Buchanan",,,,,,,"1839-06-17","M","B001004",,401955,1187,"James Buchanan (New Jersey)","Q1680076","kg:/m/02vp1hq",10071,,,,,,,,,,
"Robert Bullock","Robert","Bullock",,,,,,,"1828-12-08","M","B001052",,402000,1231,"Robert Bullock","Q125182","kg:/m/02q5508",10131,,,,,,,,,,
"Thomas Lathrop Bunting","Thomas","Bunting","Lathrop",,,,,,"1844-04-24","M","B001067",,402013,1243,"Thomas L. Bunting","Q7791625","kg:/m/02rkx7d",10151,,,,,,,,,,
"Samuel Thompson Busey","Samuel","Busey","Thompson",,,,,,"1835-11-16","M","B001164",,402106,1327,"Samuel T. Busey","Q7412732","kg:/m/02rkcwt",10273,,,,,,,,,,
"Allen Ralph Bushnell","Allen","Bushnell","Ralph",,,,,,"1833-07-18","M","B001170",,402112,1332,"Allen R. Bushnell","Q2648384","kg:/m/02vrq09",10281,,,,,,,,,,
"Walter Halben Butler","Walter","Butler","Halben",,,,,,"1852-02-13","M","B001193",,402135,1353,"Walter Halben Butler","Q2544624","kg:/m/02rk88_",10309,,,,,,,,,,
"Samuel Byrns","Samuel","Byrns",,,,,,,"1848-03-04","M","B001219",,402158,1374,"Samuel Byrns","Q2218051","kg:/m/02rz85d",10346,,,,,,,,,,
"Benjamin Taylor Cable","Benjamin","Cable","Taylor",,,,,,"1853-08-11","M","C000006",,402168,1381,"Benjamin T. Cable","Q4889271","kg:/m/02rk8ym",10449,,,,,,,,,,
"John Thomas Caine","John","Caine","Thomas",,,,,,"1829-01-08","M","C000023",,402184,,"John Thomas Caine","Q964884","kg:/m/02rhkmh",10471,,,,,,,,,,
"Wilkinson Call","Wilkinson","Call",,,,,,,"1834-01-09","M","C000051",,402211,1425,"Wilkinson Call","Q2576458","kg:/m/0b1fh4",,,,,,,,,,,
"James Donald Cameron","James","Cameron","Donald",,,,,,"1833-05-14","M","C000065",,402223,1435,"J. Donald Cameron","Q1680285","kg:/m/05y4ck",,,,,,,,,,,
"James Nathan Castle","James","Castle","Nathan",,,,,,"1836-05-23","M","C000242",,402387,1591,"James Castle (politician)","Q1680144","kg:/m/0dqs9d",10758,,,,,,,,,,
"William Henderson Cate","William","Cate","Henderson",,,,,,"1839-11-11","M","C000249",,402393,1597,"William H. Cate","Q936608","kg:/m/02rj_jh",10768,,,,,,,,,,
"Alfred Clark Chapin","Alfred","Chapin","Clark",,,,,,"1848-03-08","M","C000304",,402446,1647,"Alfred C. Chapin","Q250486","kg:/m/026833_",10837,,,,,,,,,,
"Henry Plummer Cheatham","Henry","Cheatham","Plummer",,,,,,"1857-12-27","M","C000340",,402480,1680,"Henry P. Cheatham","Q1607121","kg:/m/0fcykw",10878,,,,,,,,,,
"Benjamin Hutchinson Clover","Benjamin","Clover","Hutchinson",,,,,,"1837-12-22","M","C000533",,402667,1855,"Benjamin H. Clover","Q817527","kg:/m/02rm99y",11114,,,,,,,,,,
"Frank Potter Coburn","Frank","Coburn","Potter",,,,,,"1858-12-06","M","C000557",,402689,1875,"Frank P. Coburn","Q1000085","kg:/m/02vrq2f",11146,,,,,,,,,,
"Frederick Spaulding Coolidge","Frederick","Coolidge","Spaulding",,,,,,"1841-12-07","M","C000739",,402860,2034,"Frederick S. Coolidge","Q1452993","kg:/m/02rhgdn",11378,,,,,,,,,,
"William Henry Harrison Cowles","William","Cowles","Henry Harrison",,,,,,"1840-04-22","M","C000829",,402947,2110,"William H.H. Cowles","Q2579052","kg:/m/027pcr3",11493,,,,,,,,,,
"Isaac Newton Cox","Isaac","Cox","Newton",,,,,,"1846-08-01","M","C000832",,402949,2112,"Isaac N. Cox","Q3736952","kg:/m/02rkqy2",11498,,,,,,,,,,
"Alexander Kerr Craig","Alexander","Craig","Kerr",,,,,,"1828-02-21","M","C000854",,402970,2131,"Alexander Kerr Craig","Q4719300","kg:/m/0ksl1y",11525,,,,,,,,,,
"John Crawford Crosby","John","Crosby","Crawford",,,,,,"1859-06-15","M","C000929",,403041,2196,"John Crawford Crosby","Q940724","kg:/m/081g1t",11617,,,,,,,,,,
"John Tyler Cutting","John","Cutting","Tyler",,,,,,"1844-09-07","M","C001030",,403137,2291,"John T. Cutting","Q677285","kg:/m/02rhkl3",11737,,,,,,,,,,
"Warren Fisher Daniell","Warren","Daniell","Fisher",,,,,,"1826-06-26","M","D000039",,403179,2327,"Warren F. Daniell","Q2549697","kg:/m/02rj_42",11877,,,,,,,,,,
"W. W. Dickerson","W.","Dickerson","W.","William Worth",,,,,"1851-11-29","M","D000310",,403431,2563,"William Worth Dickerson","Q2581121","kg:/m/02rk0gr",12212,,,,,,,,,,
"William Wirt Dixon","William","Dixon","Wirt",,,,,,"1838-06-03","M","D000378",,403494,2625,"William W. Dixon","Q2580893","kg:/m/02rk03d",12299,,,,,,,,,,
"Robert Eachus Doan","Robert","Doan","Eachus",,,,,,"1831-07-23","M","D000379",,403495,2626,"Robert E. Doan","Q7343760","kg:/m/02rm2vz",12300,,,,,,,,,,
"James Irvine Dungan","James","Dungan","Irvine",,,,,,"1844-05-29","M","D000539",,403647,2764,"James I. Dungan","Q6136514","kg:/m/02rm1bt",12499,,,,,,,,,,
"Robert William Everett","Robert","Everett","William",,,,,,"1839-03-03","M","E000267",,403947,3029,"Robert W. Everett","Q1676061","kg:/m/02rk13q",12929,,,,,,,,,,
"Charles Norton Felton","Charles","Felton","Norton",,,,,,"1832-01-01","M","F000068",,404026,3098,"Charles N. Felton","Q1065605","kg:/m/03sg_c",13052,,,,,,,,,,
"William Freeman Vilas","William","Vilas","Freeman",,,,,,"1840-07-09","M","V000099",,411154,9671,"William Freeman Vilas","Q1325762","kg:/m/038kzc",,,,,,,,,,,
"James Patton Flick","James","Flick","Patton",,,,,,"1845-08-28","M","F000206",,404161,3222,"James Patton Flick","Q1680956","kg:/m/02rk7q2",13229,,,,,,,,,,
"Roswell Pettibone Flower","Roswell","Flower","Pettibone",,,,,,"1835-08-07","M","F000217",,404172,3231,"Roswell P. Flower","Q881163","kg:/m/032kd3",13243,,,,,,,,,,
"Melbourne Haddock Ford","Melbourne","Ford","Haddock",,,,,,"1849-06-30","M","F000265",,404216,3271,"Melbourne H. Ford","Q1919077","kg:/m/027vgjm",13308,,,,,,,,,,
"William Henry Forney","William","Forney","Henry",,,,,,"1823-11-09","M","F000280",,404230,3283,"William H. Forney","Q2579204","kg:/m/02rk2cy",13326,,,,,,,,,,
"Samuel Fowler","Samuel","Fowler",,,,,,,"1851-03-22","M","F000326",,404276,3329,"Samuel Fowler (1851–1919)","Q2218253","kg:/m/02x2ydz",13382,,,,,,,,,,
"John Rankin Gamble","John","Gamble","Rankin",,,,,,"1848-01-15","M","G000030",,404406,,"John Rankin Gamble","Q1701528","kg:/m/0f8mbb",13601,,,,,,,,,,
"Martin Kissinger Gantz","Martin","Gantz","Kissinger",,,,,,"1862-01-28","M","G000043",,404418,3455,"Martin K. Gantz","Q6775842","kg:/m/02rm2d5",13617,,,,,,,,,,
"Charles Hopper Gibson","Charles","Gibson","Hopper",,,,,,"1842-01-19","M","G000157",,404524,3557,"Charles Hopper Gibson","Q933195","kg:/m/05fnkz",13762,,,,,,,,,,
"Eugene Pierce Gillespie","Eugene","Gillespie","Pierce",,,,,,"1852-09-24","M","G000195",,404560,3593,"Eugene Pierce Gillespie","Q5407642","kg:/m/0ksl29",13811,,,,,,,,,,
"John Brown Gordon","John","Gordon","Brown",,,,,,"1832-02-06","M","G000313",,404671,3697,"John Brown Gordon","Q118774","kg:/m/03kpyk",,,,,,,,,,,
"Halbert Stevens Greenleaf","Halbert","Greenleaf","Stevens",,,,,,"1827-04-12","M","G000432",,404780,3796,"Halbert S. Greenleaf","Q5641152","kg:/m/02rkq4n",14112,,,,,,,,,,
"Edwin Hallowell","Edwin","Hallowell",,,,,,,"1844-04-02","M","H000084",,404966,3966,"Edwin Hallowell","Q5346487","kg:/m/0ksl2p",14391,,,,,,,,,,
"Kittel Halvorson","Kittel","Halvorson",,,,,,,"1846-12-15","M","H000094",,404976,3976,"Kittel Halvorson","Q1517565","kg:/m/0fk733",14403,,,,,,,,,,
"John Taylor Hamilton","John","Hamilton","Taylor",,,,,,"1843-10-16","M","H000113",,404995,3994,"John Taylor Hamilton","Q1701903","kg:/m/02rk7v6",14424,,,,,,,,,,
"William Henry Harries","William","Harries","Henry",,,,,,"1843-01-15","M","H000228",,405106,4093,"William H. Harries","Q2579059","kg:/m/0fk6zm",14570,,,,,,,,,,
"David Archibald Harvey","David","Harvey","Archibald",,,,,,"1845-03-20","M","H000305",,405178,,"David Archibald Harvey","Q1173582","kg:/m/0260p2_",14662,,,,,,,,,,
"William Elisha Haynes","William","Haynes","Elisha",,,,,,"1829-10-19","M","H000401",,405268,4240,"William E. Haynes","Q8008252","kg:/m/02rm3k_",14776,,,,,,,,,,
"John James Hemphill","John","Hemphill","James",,,,,,"1849-08-25","M","H000469",,405332,4297,"John J. Hemphill","Q473330","kg:/m/02ry1_8",14864,,,,,,,,,,
"Hilary Abner Herbert","Hilary","Herbert","Abner",,,,,,"1834-03-12","M","H000524",,405387,4349,"Hilary A. Herbert","Q925338","kg:/m/044384",14933,,,,,,,,,,
"Sherman Hoar","Sherman","Hoar",,,,,,,"1860-07-30","M","H000657",,405512,4465,"Sherman Hoar","Q2278398","kg:/m/06r69n",15098,,,,,,,,,,
"Leonidas Campbell Houk","Leonidas","Houk","Campbell",,,,,,"1836-06-08","M","H000818",,405665,4606,"Leonidas C. Houk","Q1819432","kg:/m/0dhxkm",15296,,,,,,,,,,
"John Laurens Manning Irby","John","Irby","Laurens Manning",,,,,,"1854-09-10","M","I000027",,405885,4813,"John L. M. Irby","Q1650417","kg:/m/0d05k4",,,,,,,,,,,
"George Johnstone","George","Johnstone",,,,,,,"1846-04-18","M","J000202",,406097,5015,"George Johnstone (congressman)","Q1507673","kg:/m/02qwlm6",15951,,,,,,,,,,
"John Lawlor Jolley","John","Jolley","Lawlor",,,,,,"1840-07-14","M","J000203",,406098,5016,"John L. Jolley","Q1700752","kg:/m/0f8stn",15952,,,,,,,,,,
"John Wilkerson Kendall","John","Kendall","Wilkerson",,,,,,"1834-06-26","M","K000092",,406260,5166,"John W. Kendall","Q1613444","kg:/m/02rjw3w",16193,,,,,,,,,,
"Matthew Diamond Lagan","Matthew","Lagan","Diamond",,,,,,"1829-06-20","M","L000019",,406529,5405,"Matthew D. Lagan","Q1333187","kg:/m/08myh9",16599,,,,,,,,,,
"John William Lawson","John","Lawson","William",,,,,,"1837-09-13","M","L000145",,406650,5522,"John W. Lawson","Q1702063","kg:/m/02vrpm7",16777,,,,,,,,,,
"William Henry Fitzhugh Lee","William","Lee","Henry Fitzhugh",,,,,,"1837-05-31","M","L000208",,406711,5572,"William Henry Fitzhugh Lee","Q1387911","kg:/m/0573l_",16853,,,,,,,,,,
"Posey Green Lester","Posey","Lester","Green",,,,,,"1850-03-12","M","L000254",,406757,5619,"Posey G. Lester","Q2105638","kg:/m/02vrplx",16907,,,,,,,,,,
"Clarke Lewis","Clarke","Lewis",,,,,,,"1840-11-08","M","L000276",,406774,5633,"Clarke Lewis","Q1095818","kg:/m/02x3ntj",16933,,,,,,,,,,
"Joseph James Little","Joseph","Little","James",,,,,,"1841-06-05","M","L000353",,406845,5703,"Joseph J. Little","Q2377417","kg:/m/02rkt65",17034,,,,,,,,,,
"John Benjamin Long","John","Long","Benjamin",,,,,,"1843-09-08","M","L000422",,406912,5761,"John B. Long","Q1699209","kg:/m/03c2zkz",17119,,,,,,,,,,
"Charles Harley Mansur","Charles","Mansur","Harley",,,,,,"1835-03-06","M","M000115",,407139,5969,"Charles H. Mansur","Q644706","kg:/m/02rz5py",17472,,,,,,,,,,
"Charles A. O. McClellan","Charles","McClellan","A. O.",,,,,,"1835-05-25","M","M000329",,407339,6148,"Charles A. O. McClellan","Q1063484","kg:/m/02rkf2n",17733,,,,,,,,,,
"Edward Francis McDonald","Edward","McDonald","Francis",,,,,,"1844-09-21","M","M000409",,407409,6217,"Edward F. McDonald","Q1292172","kg:/m/02x2kdf",17838,,,,,,,,,,
"Joseph McKenna","Joseph","McKenna",,,,,,,"1843-08-10","M","M000500",,407495,6294,"Joseph McKenna","Q724941","kg:/m/03cdw4",17953,,,,,,,,,,
"Luther Franklin McKinney","Luther","McKinney","Franklin",,,,,,"1841-04-25","M","M000526",,407518,6316,"Luther F. McKinney","Q1399716","kg:/m/02rjx4j",17985,,,,,,,,,,
"Lucas Miltiades Miller","Lucas","Miller","Miltiades",,,,,,"1824-09-15","M","M000746",,407725,6500,"Lucas M. Miller","Q1595120","kg:/m/02vrqjw",18262,,,,,,,,,,
"Littleton Wilde Moore","Littleton","Moore","Wilde",,,,,,"1835-03-25","M","M000908",,407880,6642,"Littleton W. Moore","Q1865880","kg:/m/03c2zt3",18473,,,,,,,,,,
"Walter Cass Newberry","Walter","Newberry","Cass",,,,,,"1835-12-23","M","N000063",,408151,6891,"Walter C. Newberry","Q7964475","kg:/m/02rkd7v",18914,,,,,,,,,,
"Richard Henry Norton","Richard","Norton","Henry",,,,,,"1849-11-06","M","N000157",,408239,6976,"Richard Henry Norton","Q1167502","kg:/m/02rz7y4",19028,,,,,,,,,,
"James O’Donnell","James","O’Donnell",,,,,,,"1840-03-25","M","O000039",,408283,7027,"James O'Donnell (politician)","Q1680931","kg:/m/027_5th",19117,,,,,,,,,,
"Lewis Philip Ohliger","Lewis","Ohliger","Philip",,,,,,"1843-01-03","M","O000057",,408333,7045,"Lewis P. Ohliger","Q6536940","kg:/m/02rm2b3",19139,,,,,,,,,,
"John Grant Otis","John","Otis","Grant",,,,,,"1838-02-10","M","O000129",,408382,7110,"John G. Otis","Q1232723","kg:/m/02rm9zk",19224,,,,,,,,,,
"James W. Owens","James","Owens","W.",,,,,,"1837-10-24","M","O000158",,408409,7137,"James W. Owens (congressman)","Q6144871","kg:/m/02rm1hm",19260,,,,,,,,,,
"Henry Page","Henry","Page",,,,,,,"1841-06-28","M","P000016",,408427,7154,"Henry Page","Q404214","kg:/m/026r5wx",19302,,,,,,,,,,
"John McAuley Palmer","John","Palmer","McAuley",,,,,,"1817-09-13","M","P000042",,408452,7179,"John M. Palmer (politician)","Q880367","kg:/m/053ylw",,,,,,,,,,,
"William Fletcher Parrett","William","Parrett","Fletcher",,,,,,"1825-08-10","M","P000078",,408488,7211,"William F. Parrett","Q2578765","kg:/m/02rkj2k",19368,,,,,,,,,,
"John M. Pattison","John","Pattison","M.",,,,,,"1847-06-13","M","P000135",,408541,7259,"John M. Pattison","Q880668","kg:/m/033v2r",19443,,,,,,,,,,
"David Henry Patton","David","Patton","Henry",,,,,,"1837-11-26","M","P000137",,408543,7261,"David Henry Patton","Q1174643","kg:/m/02rkfd8",19445,,,,,,,,,,
"Samuel West Peel","Samuel","Peel","West",,,,,,"1831-09-13","M","P000184",,408588,7302,"Samuel W. Peel","Q2218930","kg:/m/02rjz8l",19504,,,,,,,,,,
"William Alfred Peffer","William","Peffer","Alfred",,,,,,"1831-09-10","M","P000188",,408592,7306,"William A. Peffer","Q2577746","kg:/m/0cvs44",,,,,,,,,,,
"James Lawrence Pugh","James","Pugh","Lawrence",,,,,,"1820-12-12","M","P000561",,408944,7644,"James L. Pugh","Q1680689","kg:/m/03glt4",19976,,,,,,,,,,
"John Adam Quackenbush","John","Quackenbush","Adam",,,,,,"1828-10-15","M","Q000001",,408965,7663,"John A. Quackenbush","Q4068911","kg:/m/027459r",20043,,,,,,,,,,
"John Raines","John","Raines",,,,,,,"1840-05-06","M","R000013",,408995,7690,"John Raines","Q1701509","kg:/m/0gnsnf",20090,,,,,,,,,,
"John Winebrenner Rife","John","Rife","Winebrenner",,,,,,"1846-08-14","M","R000251",,409227,7902,"John Winebrenner Rife","Q6264596","kg:/m/0ksl61",20396,,,,,,,,,,
"Hosea Hunt Rockwell","Hosea","Rockwell","Hunt",,,,,,"1840-05-31","M","R000366",,409336,8002,"Hosea H. Rockwell","Q5907272","kg:/m/02rkqvp",20534,,,,,,,,,,
"Leslie W. Russell","Leslie","Russell","W.",,,,,,"1840-04-15","M","R000535",,409492,8137,"Leslie W. Russell","Q6531197","kg:/m/03clv14",20743,,,,,,,,,,
"John Sanford","John","Sanford",,,,,,,"1851-01-18","M","S000047",,409564,8208,"John Sanford (1851)","Q6256651","kg:/m/02rldpn",21190,,,,,,,,,,
"Owen Scott","Owen","Scott",,,,,,,"1848-07-06","M","S000183",,409689,8310,"Owen Scott","Q7114624","kg:/m/02rkc86",21365,,,,,,,,,,
"Edward Scull","Edward","Scull",,,,,,,"1818-02-05","M","S000205",,409710,8329,"Edward Scull","Q5345266","kg:/m/0ksl7y",21391,,,,,,,,,,
"John Joseph Seerley","John","Seerley","Joseph",,,,,,"1852-03-13","M","S000226",,409731,8348,"John Joseph Seerley","Q1700658","kg:/m/02rk7rg",21415,,,,,,,,,,
"George Washington Shonk","George","Shonk","Washington",,,,,,"1850-04-26","M","S000376",,409870,8483,"George Washington Shonk","Q5546023","kg:/m/0ksl3t",21604,,,,,,,,,,
"Herman Wilber Snow","Herman","Snow","Wilber",,,,,,"1836-07-03","M","S000660",,410134,8729,"Herman W. Snow","Q5740313","kg:/m/02rk9ww",21950,,,,,,,,,,
"Francis Barretto Spinola","Francis","Spinola","Barretto",,,,,,"1821-03-19","M","S000738",,410207,8798,"Francis B. Spinola","Q5480087","kg:/m/0gq1vk",22050,,,,,,,,,,
"Watson Carvosso Squire","Watson","Squire","Carvosso",,,,,,"1838-05-18","M","S000761",,410228,8819,"Watson C. Squire","Q886178","kg:/m/0cvhm8",,,,,,,,,,,
"Eli Thomas Stackhouse","Eli","Stackhouse","Thomas",,,,,,"1824-03-27","M","S000774",,410240,8822,"Eli T. Stackhouse","Q749945","kg:/m/02vrpb9",22094,,,,,,,,,,
"William Griggs Stahlnecker","William","Stahlnecker","Griggs",,,,,,"1849-06-20","M","S000781",,410247,8826,"William G. Stahlnecker","Q1027372","kg:/m/02rky16",22104,,,,,,,,,,
"Leland Stanford","Leland","Stanford",,,,,,,"1824-03-09","M","S000793",,410259,8836,"Leland Stanford","Q382109","kg:/m/016ycj",,,,,,,,,,,
"Lewis Steward","Lewis","Steward",,,,,,,"1824-11-21","M","S000897",,410358,8925,"Lewis Steward","Q6537082","kg:/m/02rkbzl",22249,,,,,,,,,,
"Andrew Stewart","Andrew","Stewart",,,,,,,"1836-04-06","M","S000900",,410361,8928,"Andrew Stewart (American politician, died 1903)","Q507676","kg:/m/0ksl91",22252,,,,,,,,,,
"Charles Stewart","Charles","Stewart",,,,,,,"1836-05-30","M","S000904",,410365,8931,"Charles Stewart (Texas politician)","Q1066145","kg:/m/03c2_v_",22257,,,,,,,,,,
"Byron Gray Stout","Byron","Stout","Gray",,,,,,"1829-01-12","M","S000980",,410439,9001,"Byron G. Stout","Q1018602","kg:/m/02pv4fw",22354,,,,,,,,,,
"Herman Stump","Herman","Stump",,,,,,,"1837-08-08","M","S001043",,410499,9060,"Herman Stump","Q759148","kg:/m/0ggkdf",22426,,,,,,,,,,
"Abner Taylor","Abner","Taylor",,,,,,,,"M","T000062",,410648,9196,"Abner Taylor","Q4250429","kg:/m/02rk8s3",22711,,,,,,,,,,
"Ezra Booth Taylor","Ezra","Taylor","Booth",,,,,,"1823-07-09","M","T000073",,410658,9206,"Ezra B. Taylor","Q1386067","kg:/m/02rl_s8",22725,,,,,,,,,,
"Joseph Danner Taylor","Joseph","Taylor","Danner",,,,,,"1830-11-07","M","T000093",,410676,9224,"Joseph D. Taylor","Q1540210","kg:/m/02rm21j",22749,,,,,,,,,,
"Vincent Albert Taylor","Vincent","Taylor","Albert",,,,,,"1845-12-06","M","T000101",,410684,9232,"Vincent A. Taylor","Q2526498","kg:/m/02rm3bf",22758,,,,,,,,,,
"George Dionysius Tillman","George","Tillman","Dionysius",,,,,,"1826-08-21","M","T000275",,410848,9387,"George D. Tillman","Q1507186","kg:/m/02vrp87",22967,,,,,,,,,,
"Hosea Townsend","Hosea","Townsend",,,,,,,"1840-06-16","M","T000334",,410905,9438,"Hosea Townsend","Q1630330","kg:/m/02rhhnw",23044,,,,,,,,,,
